OBJECTID,Borough,Block,Lot,DESIG_ADDRESS,BBL,LM_NAME,LP_NUMBER,SITE_DESC,SITE_STATUS,LM_NAME2,DESIG_DATE,LM_TYPE,REPORT_URL,CD,Council,Latitude,Longitude,BCT2020,NTA2020,Shape_Leng,Shape_Area,Category,Neighborhood,Popularity_Tier
688,MN,1491,27,59 East 79th Street,1014910027,John H. and Caroline Iselin House,LP-01072,"Borough of Manhattan Tax Map Block 1471, Lot 27.",Designated,also known as the 59 East 79th Street House,5/19/1981,Individual Landmark,,108,4,40.7762885,-73.9613415,1014200,MN0802,278.4232603,3125.618006,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
687,MN,1727,51,28 West 130th Street,1017270051,28 West 130th Street House,LP-01147,"Borough of Manhattan, Tax Map Block 1727, Lot 51.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8099552,-73.9414284,1020800,MN1002,252.3771182,2535.893626,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
685,MN,1502,20,1261 Madison Avenue,1015020020,1261 Madison Avenue Apartments,LP-00865,"Borough of Manhattan Tax Map Block 1502, Lot 20.",Designated,,7/23/1974,Individual Landmark,,108,4,40.7835082,-73.9565925,1015002,MN0802,326.0046881,6269.84328,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
684,MN,1727,52,30 West 130th Street,1017270052,30 West 130th Street House,LP-01148,"Borough of Manhattan, Tax Map Block 1727, Lot 52.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8099881,-73.9415042,1020800,MN1002,247.4547348,2287.048748,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
683,MN,1345,47,312 East 53rd Street,1013450047,312 East 53rd Street House,LP-00582,"Borough of Manhattan Tax Map Block 1345, Lot 47.",Designated,,6/12/1968,Individual Landmark,,106,4,40.7563029,-73.9666771,1009800,MN0604,235.8990667,1669.655445,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
681,MN,1505,30,67 East 93rd Street,1015050030,67 East 93rd Street House,LP-00867,"Borough of Manhattan Tax Map Block 1505, Lot 30.",Designated,,7/23/1974,Individual Landmark,,108,5,40.7850993,-73.9545187,1016001,MN0802,252.9247905,2342.720331,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
680,MN,1408,29,173 East 73rd Street,1014080029,173 East 73rd Street Carriage House,LP-01063,"Borough of Manhattan Tax Map Block 1408, Lot 29.",Designated,,5/13/1980,Individual Landmark,,108,4,40.7709305,-73.9607092,1012800,MN0802,250.9569552,2095.654557,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
679,MN,1893,7501,301 West 108th Street and 300 West 109th Street,1018937501,Manhasset Apartments,LP-01947,"Borough of Manhattan Tax Map Block 1893, Lots 1001 and 1002",Designated,,9/17/1996,Individual Landmark,,107,7,40.8034139,-73.9677696,1019500,MN0703,626.4407332,21819.13459,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
678,MN,1336,40,310 East 44th Street,1013360040,Beaux-Arts Apartments,LP-01669,"Borough of Manhattan Tax Map Block 1336, Lot 40.",Designated,,7/11/1989,Individual Landmark,,106,4,40.7505537,-73.9704841,1008800,MN0603,546.7395466,17223.06715,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
676,MN,1195,29,211 Central Park West,1011950029,Beresford Apartments,LP-01520,"Borough of Manhattan, Tax Map Block 1195, Lot 29.",Designated,,9/15/1987,Individual Landmark,,107,6,40.782577,-73.9719251,1016500,MN0702,824.7334907,41919.91837,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
675,MN,1507,9,7 East 95th Street,1015070009,Ernesto and Edith Fabri House,LP-00869,"Borough of Manhattan Tax Map Block 1507, Lot 9.",Designated,now the House of the Redeemer,7/23/1974,Individual Landmark,,108,8,40.7870566,-73.9552829,1016001,MN0802,339.925337,6743.252241,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
673,MN,1387,9,9 East 72nd Street,1013870009,Henry T. and Jessie Sloane House,LP-00937,"Borough of Manhattan Tax Map Block 1387, Lot 9.",Designated,,1/11/1977,Individual Landmark,,108,4,40.7723485,-73.9660372,1013000,MN0802,323.9210665,5937.954293,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
671,MN,893,57,152 East 38th Street,1008930057,152 East 38th Street House,LP-00579,"Borough of Manhattan Tax Map Block 893, Lot 57.",Designated,,5/25/1967,Individual Landmark,,106,4,40.7483402,-73.9772051,1008000,MN0603,308.1539809,2978.049475,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
670,MN,1727,54,34 West 130th Street,1017270054,34 West 130th Street House,LP-01150,"Borough of Manhattan, Tax Map Block 1727, Lot 54",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8100541,-73.9416631,1020800,MN1002,250.1226394,2421.928513,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
669,MN,2109,106,West 160th Street at Edgecombe Drive,1021090106,"Roger and Mary Philipse Morris House, Mount Morris",LP-00308,"Borough of Manhattan Tax Map Block 2109, Lot 106",Designated,also known as the Morris-Jumel Mansion,7/12/1967,Individual Landmark,,112,10,40.8344969,-73.9384796,1024301,MN1201,1070.710928,67999.72662,Residential,Harlem,Tier 3: Local Favorite / Regional Gem
668,MN,1504,45,60 East 93rd Street,1015040045,Virginia Graham Fair Vanderbilt House,LP-00436,"Borough of Manhattan Tax Map Block 1504, Lot 45.",Designated,,6/12/1968,Individual Landmark,,108,5,40.7848113,-73.95501,1016001,MN0802,319.8508493,5838.081164,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
665,MN,1270,60,46 West 55th Street,1012700060,Joseph B. and Josephine H. Bissell House,LP-02340,"Borough of Manhattan Tax Map Block 1270, Lot 60",Designated,,3/23/2010,Individual Landmark,,105,4,40.7622917,-73.9769621,1010400,MN0502,261.1274527,2273.625927,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
664,MN,1873,61,858 West End Avenue,1018730061,858 West End Avenue House,LP-01621,"Borough of Manhattan Tax Map Block 1873, Lot 61.",Designated,,8/14/1990,Individual Landmark,,107,7,40.7988775,-73.970217,1018700,MN0703,188.6867664,1420.472605,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
663,MN,1602,12,15 East 96th Street,1016020012,Lucy Dahlgren House,LP-01267,"Borough of Manhattan Tax Map Block 1504, Lot 12.",Designated,later the Pierre Cartier House,6/19/1984,Individual Landmark,,111,8,40.7877013,-73.954553,1016002,MN1101,284.4542191,3945.355714,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
661,MN,1124,27,115 Central Park West,1011240027,Majestic Apartments,LP-01518,"Borough of Manhattan Tax Map Block 1124, Lot 27.",Designated,,3/8/1988,Individual Landmark,,107,6,40.776062,-73.9766865,1015700,MN0701,887.4535383,45152.41015,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
659,MN,1517,48,152 East 89th Street,1015170048,152 East 89th Street House,LP-01007,"Borough of Manhattan Tax Map Block 1517, Lot 48.",Designated,,3/13/1979,Individual Landmark,,108,5,40.7809984,-73.9537415,1014802,MN0802,234.814414,1268.926345,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
658,MN,1270,25,15 West 54th Street,1012700025,15 West 54th Street House,LP-01105,"Borough of Manhattan, Tax Map Block 1270, Lot 25.",Designated,,2/3/1981,Individual Landmark,,105,4,40.7617042,-73.976392,1010400,MN0502,270.8693317,2798.749716,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
657,MN,1381,7502,45 East 66th Street,1013817502,45 East 66th Street Apartments,LP-00963,"Borough of Manhattan Tax Map Block 1381, Lot 22.",Designated,,11/15/1977,Individual Landmark,,108,4,40.7680398,-73.9678012,1012200,MN0802,415.0948521,10768.70191,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
656,MN,2085,32,540 West 155th Street,1020850032,Vicarage of the Chapel of the Intercession,LP-00307,"Borough of Manhattan Tax Map Block 2085, Lot 32.",Designated,,8/16/1966,Individual Landmark,,109,7,40.8320463,-73.9447985,1023700,MN0903,264.18369,4178.883344,Religious,Hell's Kitchen,Tier 4: Neighborhood Staple
654,MN,1727,41,8 West 130th Street,1017270041,8 West 130th Street House,LP-01137,"Borough of Manhattan, Tax Map Block 1727, Lot 41.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8096199,-73.9406376,1020800,MN1002,253.0978591,2572.322302,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
652,MN,1413,25,161 East 78th Street,1014130025,161 East 78th Street House,LP-00423,"Borough of Manhattan Tax Map Block 1413, Lot 25.",Designated,,4/18/1968,Individual Landmark,,108,4,40.774229,-73.9586962,1014000,MN0802,245.6160259,1845.135302,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
650,MN,1309,65,116-118 East 55th Street,1013090065,"William and Helen Ziegler, Jr. House",LP-02084,"Borough of Manhattan Tax Map Block 1309, Lot 65.",Designated,,5/1/2001,Individual Landmark,,105,4,40.7597844,-73.9710322,1010000,MN0604,284.0659439,3919.875253,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
646,MN,1234,19,201-225 West 86th Street,1012340019,Belnord Apartments,LP-00289,"Borough of Manhattan Tax Map Block 1234, Lot 19.",Designated,,9/20/1966,Individual Landmark,,107,6,40.7883362,-73.9754436,1017500,MN0702,1121.489027,74033.53416,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
645,MN,1727,47,20 West 130th Street,1017270047,20 West 130th Street House,LP-01143,"Borough of Manhattan, Tax Map Block 1727, Lot 47.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8098205,-73.941107,1020800,MN1002,253.0850218,2571.672966,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
644,MN,1272,25,17 West 56th Street,1012720025,Edith Andrews Logan Residence,LP-02329,"Borough of Manhattan Tax Map Block 1272, Lot 25.",Designated,,10/6/2009,Individual Landmark,,105,4,40.7629611,-73.975471,1011201,MN0502,247.4578293,2312.253763,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
642,MN,1727,42,10 West 130th Street,1017270042,10 West 130th Street House,LP-01138,"Borough of Manhattan, Tax Map Block 1727, Lot 42.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8096529,-73.9407134,1020800,MN1002,250.7967233,2455.986679,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
641,MN,1508,61,130 East 80th Street,1015080061,Vincent and Helen Astor House,LP-00442,"Borough of Manhattan Tax Map Block 1508, Lot 61.",Designated,now the Junior League of the City of New York,4/12/1967,Individual Landmark,,108,4,40.7756701,-73.9590636,1014000,MN0802,283.2583812,3806.121277,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
640,MN,1727,48,22 West 130th Street,1017270048,22 West 130th Street House,LP-01144,"Borough of Manhattan, Tax Map Block 1727, Lot 48.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8098535,-73.9411901,1020800,MN1002,254.5644463,2646.484407,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
639,MN,1408,25,163 East 73rd Street,1014080025,163 East 73rd Street Carriage House,LP-01059,"Borough of Manhattan Tax Map Block 1408, Lot 25.",Designated,,5/13/1980,Individual Landmark,,108,4,40.7710541,-73.9610015,1012800,MN0802,260.4975379,2609.150631,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
637,MN,1505,33,75 East 93rd Street,1015050033,"George F. Baker, Jr. House",LP-00438,"Borough of Manhattan Tax Map Block 1505, Lot 33.",Designated,now the Russian Orthodox Church Outside of Russia,1/14/1969,Individual Landmark,,108,5,40.7849757,-73.954219,1016001,MN0802,440.1336191,12069.95311,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
636,MN,1727,56,38 West 130th Street,1017270056,38 West 130th Street House,LP-01152,"Borough of Manhattan, Tax Map Block 1727, Lot 56.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.81012,-73.941822,1020800,MN1002,252.4463281,2539.395587,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
635,MN,1383,36,686 Park Avenue,1013830036,William Frances Crocker Sloane House,LP-00706,"Borough of Manhattan Tax Map Block 1383, Lot 36.",Designated,now the Italian Cultural Institute,11/10/1970,Individual Landmark,,108,4,40.7689916,-73.9658332,1012200,MN0802,283.4168899,3537.987429,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
634,MN,1407,41,182 East 73rd Street,1014070041,182 East 73rd Street Carriage House,LP-01071,"Borough of Manhattan Tax Map Block 1407, Lot 41.",Designated,,5/13/1980,Individual Landmark,,108,4,40.7704529,-73.9607564,1012800,MN0802,267.0360236,2895.06966,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
633,MN,1407,42,180 East 73rd Street,1014070042,180 East 73rd Street Carriage House,LP-01070,"Borough of Manhattan Tax Map Block 1407, Lot 42.",Designated,,5/13/1980,Individual Landmark,,108,4,40.7704887,-73.9608394,1012800,MN0802,260.4100035,2542.984523,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
632,MN,1502,110,11 East 90th Street,1015020110,Grafton W. and Anne Minot House,LP-00862,"Borough of Manhattan Tax Map Block 1502, Lot 110.",Designated,also known as the 11 East 90th Street House,7/23/1974,Individual Landmark,,108,4,40.7838928,-73.957495,1015002,MN0802,258.618242,2627.445629,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
630,MN,1502,11,15 East 90th Street,1015020011,Emily Trevor House,LP-00863,"Borough of Manhattan Tax Map Block 1502, Lot 11.",Designated,also known as the 15 East 90th Street House,7/23/1974,Individual Landmark,,108,4,40.7838598,-73.9574155,1015002,MN0802,259.4015758,2668.214355,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
628,MN,1289,67,4 East 54th Street,1012890067,William H. and Ada S. Moore House,LP-00273,"Borough of Manhattan Tax Map Block 1289, Lot 67.",Designated,,1/11/1967,Individual Landmark,,105,4,40.7605923,-73.9749087,1010200,MN0502,286.2821002,3981.932072,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
627,MN,1855,50,891 Amsterdam Avenue,1018550050,Association Residence for Respectable Aged Indigent Females,LP-01280,"Borough of Manhattan Tax Map Block 1855, Lot 50.",Designated,now a branch of Hostellng International-USA,4/12/1983,Individual Landmark,,107,7,40.7986212,-73.9664428,1018900,MN0703,770.4404216,36994.31168,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
626,MN,1727,46,18 West 130th Street,1017270046,18 West 130th Street House,LP-01142,Too long,Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8097875,-73.9410276,1020800,MN1002,251.0548308,2469.051262,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
625,MN,1491,28,63 East 79th Street,1014910028,Thatcher and Frances Adams House,LP-01073,"Borough of Manhattan, Tax Map Block 1491, Lot 28.",Designated,also known as the 63 East 79th Street House,5/19/1981,Individual Landmark,,108,4,40.7762527,-73.9612548,1014200,MN0802,275.5099721,2963.839657,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
623,MN,1727,61,48 West 130th Street,1017270061,48 West 130th Street House,LP-01157,"Borough of Manhattan, Tax Map Block 1727, Lot 61.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8102877,-73.9422156,1020800,MN1002,253.5105817,2593.20072,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
621,MN,1398,27,153 East 63rd Street,1013980027,Cyril and Barbara Rutherford Hatch Residence,LP-00943,"Borough of Manhattan Tax Map Block 1398, Lot 27.",Designated,,1/11/1977,Individual Landmark,,108,4,40.7646246,-73.9655214,1012000,MN0802,271.2263106,3298.664467,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
620,MN,2085,20,Broadway at West 155th Street,1020850020,Chapel of the Intercession,LP-00306,"Borough of Manhattan Tax Map Block 2085, Lot 20.",Designated,now the Church of the Intercession Complex,8/16/1966,Individual Landmark,,109,7,40.8321646,-73.9453477,1023700,MN0903,959.2958579,44423.07555,Religious,Greenwich Village,Tier 4: Neighborhood Staple
619,MN,1385,15,19 East 70th Street,1013850015,Dave Hennen and Alice Morris House,LP-00849,"Borough of Manhattan Tax Map Block 1385, Lot 15.",Designated,now Knoedler & Company,7/23/1974,Individual Landmark,,108,4,40.7707924,-73.9665615,1013000,MN0802,268.4445478,3160.391538,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
617,MN,1727,50,26 West 130th Street,1017270050,26 West 130th Street House,LP-01146,"Borough of Manhattan, Tax Map Block 1727, Lot 50.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8099222,-73.9413489,1020800,MN1002,253.3465635,2584.90302,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
615,MN,2241,35,Broadway at West 204th Street,1022410035,Dyckman House,LP-00309,"Borough of Manhattan Tax Map Block 2241, Lot 35.",Designated,now the Dyckman Farmhouse Musem,7/12/1967,Individual Landmark,,112,10,40.8674569,-73.9228662,1029500,MN1203,651.2935244,23710.61257,Residential,Upper East Side,Tier 2: National Draw
613,MN,569,4,47 Fifth Avenue,1005690004,Irad Hawley House,LP-00009,"Borough of Manhattan Tax Map Block 569, Lot 4",Designated,now the Salmagundi Club,9/9/1969,Individual Landmark,,102,2,40.7342508,-73.994454,1006100,MN0202,343.4605487,5092.766913,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
612,MN,162,53,18 Bowery,1001620053,Edward Mooney House,LP-00084,"Borough of Manhattan Tax Map Block 162, Lot 53.",Designated,,8/23/1966,Individual Landmark,,103,1,40.7146341,-73.9975038,1002902,MN0301,261.874212,2765.679879,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
606,MN,1245,44,107-109 Riverside Drive,1012450044,107-109 Riverside Drive House,LP-01675,"Borough of Manhattan Tax Map Block 1245, Lot 44.",Designated,,4/16/1991,Individual Landmark,,107,6,40.7874837,-73.9809618,1017100,MN0702,177.8723726,1496.234986,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
602,MN,405,39,545-547 East 11th Street,1004050039,Eleventh Street Methodist Episcopal Chapel,LP-02398,"Borough of Borough Tax Map Block 405, Lot 39.",Designated,"later People's Home Church and Settlement, now the Father's Heart Church",9/14/2010,Individual Landmark,,103,2,40.7278456,-73.9797738,1003400,MN0303,293.4327336,4314.873937,Religious,Tribeca,Tier 4: Neighborhood Staple
598,MN,1170,7502,2201-2219 Broadway,1011707502,Apthorp Apartments,LP-00288,"Borough of Manhattan Tax Map Block 1170, Lot 1.",Designated,,9/9/1969,Individual Landmark,,107,6,40.7837453,-73.9808834,1016700,MN0702,932.311764,53878.92394,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
596,MN,544,67,37 East 4th Street,1005440067,Samuel Treadwell Skidmore House,LP-00646,"Borough of Manhattan Tax Map Block 544, Lot 67.",Designated,,8/18/1970,Individual Landmark,,102,2,40.727537,-73.9920192,1005700,MN0202,224.7104484,2370.485226,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
595,MN,722,13,443-445 West 24th Street,1007220013,443-445 West 24th Street House,LP-00682,"Borough of Manhattan Tax Map Block 722, Lot 13.",Designated,,9/15/1970,Individual Landmark,,104,3,40.7481201,-74.0025516,1009300,MN0401,290.7535386,4373.919458,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
592,MN,1115,7501,25 Central Park West,1011157501,Century Apartments,LP-01517,"Borough of Manhattan Tax Map Block 1115, Lot 29.",Designated,,7/9/1985,Individual Landmark,,107,6,40.7704416,-73.9808764,1014900,MN0701,925.3810392,53006.75962,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
590,MN,1351,5,311 East 58th Street,1013510005,311 East 58th Street House,LP-00583,"Borough of Manhattan Tax Map Block 1351, Lot 5.",Designated,,5/25/1967,Individual Landmark,,106,5,40.7599554,-73.9641521,1010802,MN0604,254.4465458,2516.713591,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
588,MN,489,15,85 Sullivan Street,1004890015,85 Sullivan Street House,LP-00644,"Borough of Manhattan Tax Map Block 489, Lot 15.",Designated,,5/15/1973,Individual Landmark,,102,1,40.7248007,-74.0034346,1004700,MN0201,255.614621,2489.309394,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
587,MN,1927,33,"2034-2040 Adam Clayton Powell, Jr. Boulevard",1019270033,Washington Apartments,LP-01842,"Borough of Manhattan Tax Map Block 1927, Lot 33.",Designated,,1/5/1993,Individual Landmark,,110,9,40.8070115,-73.9502629,1022000,MN1001,413.4344289,10682.51248,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
585,MN,1727,55,36 West 130th Street,1017270055,36 West 130th Street House,LP-01151,"Borough of Manhattan, Tax Map Block 1727, Lot 55.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8100871,-73.9417425,1020800,MN1002,253.956985,2615.763358,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
584,MN,722,16,439 West 24th Street,1007220016,439 West 24th Street House,LP-00680,"Borough of Manhattan Tax Map Block 722, Lot 16.",Designated,,9/15/1970,Individual Landmark,,104,3,40.7480488,-74.0023856,1009300,MN0401,251.3689507,2344.609599,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
582,MN,1390,1,1 East 75th Street,1013900001,Edward S. and Mary Stillman Harkness House,LP-00415,"Borough of Manhattan Tax Map Block 1390, Lot 1.",Designated,now the Commonwealth Fund,1/24/1967,Individual Landmark,,108,4,40.7743876,-73.9652275,1013000,MN0802,328.3247181,4817.905313,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
581,MN,90,14,3-9 Beekman Street,1000900014,Temple Court Building and Annex,LP-01967,"Borough of Manhattan Tax Map Block 90, Lot 14.",Designated,,2/10/1998,Individual Landmark,,101,1,40.7111453,-74.0069616,1001501,MN0101,513.7110803,15924.11591,Religious,Greenwich Village,Tier 4: Neighborhood Staple
580,MN,1493,69,1009 Fifth Avenue,1014930069,1009 Fifth Avenue House,LP-00805,"Borough of Manhattan Tax Map Block 1493, Lot 69.",Designated,also known as the Benjamin N. and Sarah Duke House,2/19/1974,Individual Landmark,,108,4,40.7787205,-73.9620803,1014200,MN0802,270.2722595,3145.036798,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
579,MN,1962,35,432-434 West 119th Street,1019620035,"Croton Aqueduct, West 119th Street Gatehouse",LP-02051,"Borough of Manhattan Tax Map Block 1962, Lot 35.",Designated,,3/28/2000,Individual Landmark,,109,7,40.8084369,-73.9595817,1020701,MN0901,364.0380055,6857.567538,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
578,MN,1873,62,856 West End Avenue,1018730062,856 West End Avenue House,LP-01620,"Borough of Manhattan Tax Map Block 1873, Lot 62.",Designated,,8/14/1990,Individual Landmark,,107,7,40.7988336,-73.9702495,1018700,MN0703,185.9768588,1318.121108,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
576,MN,1517,149,146 East 89th Street,1015170149,146 East 89th Street House,LP-01004,"Borough of Manhattan Tax Map Block 1517, Lot 149.",Designated,,3/13/1979,Individual Landmark,,108,5,40.7810533,-73.9538751,1014802,MN0802,254.2475024,2315.728576,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
573,MN,1125,25,1 West 72nd Street,1011250025,Dakota Apartments,LP-00280,"Borough of Manhattan Tax Map Block 1125, Lot 25.",Designated,,2/11/1969,Individual Landmark,,107,6,40.7767728,-73.9761519,1015700,MN0701,835.212939,43598.16919,Residential,Hell's Kitchen,Tier 2: National Draw
572,MN,1727,57,40 West 130th Street,1017270057,40 West 130th Street House,LP-01153,"Borough of Manhattan, Tax Map Block 1727, Lot 57.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8101558,-73.9419014,1020800,MN1002,253.4195086,2588.596761,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
570,MN,1727,66,58 West 130th Street,1017270066,58 West 130th Street House,LP-01162,"Borough of Manhattan, Tax Map Block 1727, Lot 66.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8104525,-73.9426128,1020800,MN1002,252.7494976,2554.710063,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
569,MN,1393,72,972 Fifth Avenue,1013930072,Payne and Helen Hay Whitney House,LP-00737,"Borough of Manhattan Tax Map Block 1393, Lot 72.",Designated,"now the Office of Cultural Services, Embassy of France",9/15/1970,Individual Landmark,,108,4,40.7765582,-73.9636629,1014200,MN0802,310.6420949,4988.349138,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
568,MN,1127,29,145-146 Central Park West,1011270029,San Remo Apartments,LP-01519,"Borough of Manhattan Tax Map Block 1127, Lot 29.",Designated,,3/31/1987,Individual Landmark,,107,6,40.7780077,-73.9751874,1016100,MN0702,777.7906925,34459.62833,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
566,MN,1383,35,684 Park Avenue,1013830035,Oliver D. and Mary Pyne Filley House,LP-00705,"Borough of Manhattan Tax Map Block 1383, Lot 35.",Designated,now the Spanish Institute,11/10/1970,Individual Landmark,,108,4,40.768923,-73.9659018,1012200,MN0802,263.2822782,2830.112346,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
564,MN,1513,69,100 East 85th Street,1015130069,Lewis Gouverneur and Nathalie Bailey Morris House,LP-00654,"Borough of Manhattan Tax Map Block 1513, Lot 69.",Designated,,4/19/1973,Individual Landmark,,108,4,40.7792486,-73.9574257,1014801,MN0802,218.4361338,2163.679762,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
563,MN,1270,29,7 West 54th Street,1012700029,Philip and Carrie Lehman House,LP-01102,"Borough of Manhattan, Tax Map Block 1270, Lot 29.",Designated,also known as the 7 West 54th Street House,2/3/1981,Individual Landmark,,105,4,40.7615697,-73.9760743,1010400,MN0502,265.8055995,2520.269008,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
560,MN,1432,142,212 East 78th Street,1014320142,212 East 78th Street House,LP-00983,"Borough of Manhattan Tax Map Block 1432, Lot 142.",Designated,,5/9/1978,Individual Landmark,,108,5,40.7731388,-73.957296,1013400,MN0801,236.7023472,1375.12938,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
559,MN,1286,53,457 Madison Avenue,1012860053,Villard Houses,LP-00270,"Borough of Manhattan Tax Map Block 1286, Lot 52 in part, consisting of the land on which the described building is situated and that part of the Courtyard owned by the owner of 457 Madison Avenue.",Designated,now the New York Palace Hotel,9/30/1968,Individual Landmark,,105,4,40.7582483,-73.9749999,1010200,MN0502,275.5514394,4679.587915,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
555,MN,1270,30,5 West 54th Street,1012700030,Moses Allen and Alice Dunning Starr House,LP-01101,"Borough of Manhattan, Tax Map Block 1270, Lot 30.",Designated,"now Petrola House, also known as the 5 West 54th Street House",2/3/1981,Individual Landmark,,105,4,40.7615367,-73.9759985,1010400,MN0502,273.2759726,2931.114597,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
